nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
PGFAR-1,E_PGFARE,,,Peak Gen Top Co Limited,E,True,E_PGFARE,PEAKGEN,-0.500,20.000,P,0.0154722,-0.200,-0.200,8.000,8.000,True,False,_H,Southern,
PGHAT-1,E_PGHATF,48W00000PGHAT-1A,,Peak Gen Top Co Limited,E,True,E_PGHATF,PEAKGEN,-0.100,6.000,P,0.0043990,-0.040,-0.040,2.400,2.400,True,False,_A,Eastern,
PGHAY-1,E_PGHAYD,48W00000PGHAY-1R,,Peak Gen Top Co Limited,E,True,E_PGHAYD,PEAKGEN,-0.100,6.398,P,-0.0044771,-0.040,-0.040,2.559,2.559,True,False,_G,North Western,
PGHVT-1,E_PGHVNT,,,Peak Gen Top Co Limited,E,True,E_PGHVNT,PEAKGEN,-0.500,20.000,P,0.0154722,-0.200,-0.200,8.000,8.000,True,False,_H,Southern,
PGLAN-1,E_PGLLAN,,,Peak Gen Top Co Limited,E,True,E_PGLLAN,PEAKGEN,-0.500,20.525,P,0.0167661,-0.200,-0.200,8.210,8.210,True,False,_K,South Wales,
PGPET-1,E_PGPETE,,,Peak Gen Top Co Limited,E,True,Peakgen Power 2,PEAKGEN,-8.500,20.000,P,0.0043990,-3.400,-3.400,8.000,8.000,True,False,_A,Eastern,
PGSOU-1,E_PGSOUT,,,Peak Gen Top Co Limited,E,True,E_PGSOUT,PEAKGEN,-0.500,24.000,P,0.0154722,-0.200,-0.200,9.600,9.600,True,False,_H,Southern,
PIBUW-1,E_PIBUW-1,,WIND,Npower Commercial Gas Limited,E,True,Pines Burn Wind Farm,NPOWER02,0.000,36.000,P,-0.0066390,0.000,0.000,14.400,14.400,True,False,_N,South Scotland,
PILLB-1,E_PILLB-1,,,BP Gas Marketing Limited,E,True,Pillswood 1 Battery Storage,BPGAS,-49.900,49.900,P,-0.0032986,-19.960,-19.960,19.960,19.960,True,False,_M,Yorkshire,
PILLB-2,E_PILLB-2,,,BP Gas Marketing Limited,E,True,Pillswood 2 Battery Storage,BPGAS,-49.900,49.900,P,-0.0032986,-19.960,-19.960,19.960,19.960,True,False,_M,Yorkshire,
PINFB-1,T_PINFB-1,,OTHER,Zenobe Capenhurst Limited,T,True,T_PINFB-1,ZENOBE2,-27.880,27.080,C,0.0014796,-0.245,-0.245,0.238,0.238,False,False,,,
PINFB-2,T_PINFB-2,,OTHER,Zenobe Capenhurst Limited,T,True,T_PINFB-2,ZENOBE2,-26.820,26.000,C,0.0014796,-0.204,-0.204,0.198,0.198,False,False,,,
PINFB-3,T_PINFB-3,,OTHER,Zenobe Capenhurst Limited,T,True,T_PINFB-3,ZENOBE2,-26.000,26.000,C,0.0014796,-0.190,-0.190,0.190,0.190,False,False,,,
PINFB-4,T_PINFB-4,,OTHER,Zenobe Capenhurst Limited,T,True,T_PINFB-4,ZENOBE2,-26.000,26.000,C,0.0014796,-0.190,-0.190,0.190,0.190,False,False,,,
PINFD-5,T_PINFD-5,,,Zenobe Capenhurst Limited,T,True,T_PINFD-5,ZENOBE2,-2.000,0.000,C,0.0014796,-0.916,-0.916,0.000,0.000,False,False,,,
PINFD-6,T_PINFD-6,,,Zenobe Capenhurst Limited,T,True,T_PINFD-6,ZENOBE2,-2.000,0.000,C,0.0014796,-0.764,-0.764,0.000,0.000,False,False,,,
PJERE000,2__PJERE000,,,Shell Energy UK Limited,G,False,2__PJERE000,AMPERE,0.000,0.000,C,-0.0417624,0.000,0.000,0.000,0.000,False,False,_P,NORTH of SCOTLAND GSP,
PLOEW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
PLYRK-1,E_PLYRK-1,,OTHER,Conrad Energy (Trading) Ltd,E,False,Plymouth Rock,CONRAD,-1.000,15.000,C,0.0173142,-0.076,-0.076,1.137,1.137,False,False,_L,South Western,
PMBSC-61,T_PEMBSC-61,,,RWE Generation UK plc,T,True,Pembroke Synch Comp 61,INNOGY01,-0.500,0.000,C,0.0167661,-0.047,-0.047,0.000,0.000,False,False,,,
PNYCB-1,T_PNYCB-1,,,Arenko Cleantech Limited,T,True,Pen y Cymoedd Battery,AG,-22.000,22.000,P,0.0167661,-8.800,-8.800,8.800,8.800,True,False,,,
PNYCW-1,T_PNYCW-1,,WIND,Pen y Cymoedd Wind Farm LTD,T,True,PNYCW-1 Export,PYC,-17.160,228.000,P,0.0167661,-6.864,-6.864,91.200,91.200,True,False,,,
POOBD-1,T_POOBD-1,,,EDF Energy Customers Limited,T,True,T_POOBD-1,LENCO,-8.000,5.500,C,-0.0066390,-3.214,-3.214,2.209,2.209,False,False,,,
PORGD-1,T_PORGD-1,,,EDF Energy Customers Limited,T,True,T_PORGD-1,LENCO,-2.047,0.000,C,-0.0066390,-0.863,-0.863,0.000,0.000,False,False,,,
POTES-1,E_POTES-1,,,Arenko Cleantech Limited,E,True,Port of Tyne Energy Storage,AG,-35.000,35.000,C,-0.0075496,-14.000,-14.000,14.000,14.000,True,False,_F,Northern,
PTLDW-1,,,WIND,,,,,,,,,,,,,,False,False,,,
RAKE-1,E_RAKE-1,,,Conrad Energy (Trading) Ltd,E,True,Rake Lane,CONRAD,-1.000,20.000,C,-0.0044771,-0.400,-0.400,8.000,8.000,True,False,_G,North Western,
RANN-1,,48W000000RANN-1N,NPSHYD,,,,,,,,,,,,,,False,False,,,
RANN-2,,48W000000RANN-2L,NPSHYD,,,,,,,,,,,,,,False,False,,,
RANN-3,,48W000000RANN-3J,NPSHYD,,,,,,,,,,,,,,False,False,,,
RASSP-1,E_RASSP-1,,,Flexitricity Limited,E,True,Rassau Sync Con  Set,FLEXTRCY,0.000,49.000,C,0.0167661,0.000,0.000,19.600,19.600,True,False,_K,South Wales,
RATS-1,T_RATS-1,48W000000RATS-1A,COAL,Uniper UK Limited,T,True,T_RATS-1,EECL,-16.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RATS-2,T_RATS-2,48W000000RATS-28,COAL,Uniper UK Limited,T,True,T_RATS-2,EECL,-16.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RATS-3,T_RATS-3,48W000000RATS-36,COAL,Uniper UK Limited,T,True,T_RATS-3,EECL,-16.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RATS-4,T_RATS-4,48W000000RATS-44,COAL,Uniper UK Limited,T,True,T_RATS-4,EECL,-16.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RATSGT-2,T_RATSGT-2,48W0000RATSGT-2V,OCGT,Uniper UK Limited,T,True,T_RATSGT-2,EECL,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RATSGT-4,T_RATSGT-4,48W0000RATSGT-4R,OCGT,Uniper UK Limited,T,True,T_RATSGT-4,EECL,0.000,0.000,C,0.0066681,0.000,0.000,0.000,0.000,False,False,,,
RAVED-1,T_RAVED-1,,,Marble Power Limited,T,True,Corus Dalzell,MARBLE,-22.397,0.000,C,-0.0066390,-13.501,-13.501,0.000,0.000,False,False,,,
RCBKO-1,T_RCBKO-1,48W00000RCBKO-1S,WIND,Race Bank Wind Farm Ltd,T,True,RACE_BANK_Z01,DONG011,-3.000,284.000,P,0.0043990,-1.200,-1.200,113.600,113.600,True,False,,,
RCBKO-2,T_RCBKO-2,48W00000RCBKO-2Q,WIND,Race Bank Wind Farm Ltd,T,True,RACE_BANK_Z02,DONG011,-3.000,290.000,P,0.0043990,-1.200,-1.200,116.000,116.000,True,False,,,
RCKFB-1,V__EFEEL400,48W00000RCKFB-1E,,EDF Energy Limited,V,True,V__EFEEL400,LONDELEC,-12.188,20.000,P,0.0133452,-2.803,-2.803,4.600,4.600,True,False,_E,Midlands,
RDFRB-1,E_RDFRB-1,,,Conrad Energy (Trading) Ltd,E,True,Redfield Road B,CONRAD,-1.000,20.000,C,0.0066681,-0.400,-0.400,8.000,8.000,True,False,_B,East Midlands,
RDFRD-1,E_RDFRD-1,,,Conrad Energy (Trading) Ltd,E,True,Redfield Road,CONRAD,-1.000,20.500,C,0.0066681,-0.400,-0.400,8.200,8.200,True,False,_B,East Midlands,
RDSCR-1,E_RDSCR-1,,,Conrad Energy (Trading) Ltd,E,True,Redscar,CONRAD,0.000,40.000,C,-0.0044771,0.000,0.000,16.000,16.000,True,False,_G,North Western,
REDGT-1,,,OCGT,,,,,,,,,,,,,,False,False,,,
RHAMD-1,T__MYELT001,,,Npower Commercial Gas Limited,T,True,Corus Aldwarke,NPOWER02,-8.000,0.000,C,-0.0032986,-1.658,-1.658,0.000,0.000,False,False,,,
RHEI-4,E_RHEI-1,,,Statkraft Markets Gmbh,E,True,E_RHEI-1,STATKRA1,0.000,50.000,P,0.0014796,0.000,0.000,20.000,20.000,True,False,_D,Merseyside North Wales,
RHYFW-1,,48W00000RHYFW-1X,WIND,,,,,,,,,,,,,,False,False,,,
RICHB-1,T_RICHB-1,,OTHER,Limejump Energy Limited,T,True,Richborough Energy Park 1,ANGEL,-49.900,49.900,C,0.0087752,-19.960,-19.960,19.960,19.960,True,False,,,
RICHB-2,T_RICHB-2,,OTHER,Limejump Energy Limited,T,True,Richborough Energy Park 2,ANGEL,-49.900,49.900,C,0.0087752,-19.960,-19.960,19.960,19.960,True,False,,,
